"","編號","屋齡","建物移轉面積平方公尺","主要用途","主要建材","建築完成日期","總層數","建物分層"
"1","The serial number","room age","building shifting area square meter","the main use","main building materials","construction completes the date","total layer","building lamination"
"2","RPRNMLNKJIOFFAA37CA","39","109.42","住家用","鋼筋混凝土造","69年10月7日","五層","三層"
"3","RPVOMLLKJIOFFBA77CA","26","18.81","共有部分","鋼筋混凝土造","83年3月4日","十層",NA
"4","RPVOMLLKJIOFFBA77CA","26","140.47","住家用","鋼筋混凝土造","83年3月4日","十層","六層"
"5","RPPOMLPJKIOFFAA47CA","36","8.02","共有部分","鋼筋混凝土造","72年8月23日","五層",NA
"6","RPPOMLPJKIOFFAA47CA","36","78.71","住家用","鋼筋混凝土造","72年8月23日","五層","四層"
"7","RPVNMLNKJIOFFAA77CA","24","97.45","住家用","鋼筋混凝土造","84年7月17日","十一層","三層"
"8","RPVNMLNKJIOFFAA77CA","24","39.13","見使用執照","鋼筋混凝土造","84年7月17日","十一層",NA
"9","RPVNMLNKJIOFFAA77CA","24","26.95","見使用執照","鋼筋混凝土造","84年7月17日","十一層",NA
"10","RPTNMLPKJIOFFAA77CA","1","57.06","見其他登記事項","鋼筋混凝土造","107年10月23日","十二層","十層"
"11","RPTNMLPKJIOFFAA77CA","1","23.87","見其他登記事項","鋼筋混凝土造","107年10月23日","十二層",NA
"12","RPTNMLPKJIOFFAA77CA","1","7.76","見其他登記事項","鋼筋混凝土造","107年10月23日","十二層",NA
"13","RPTNMLNJKIOFFAA57CA","50","97.41","住家用","加強磚造","58年7月15日","四層","四層 露台"
"14","RPQNMLPKJIOFFBA57CA","48","86.98","住家用","鋼筋混凝土造","61年3月20日","六層","六層"
"15","RPUOMLOKJIOFFAA87CA","1","143.23","見其他登記事項","鋼筋混凝土造","108年1月24日","十層","一層"
"16","RPUOMLOKJIOFFAA87CA","1","46.36","見其他登記事項","鋼筋混凝土造","108年1月24日","十層",NA
"17","RPUOMLOKJIOFFAA87CA","1","15.20","見其他登記事項","鋼筋混凝土造","108年1月24日","十層",NA
"18","RPWOMLMKJIOFFAA87CA",NA,"109.36",NA,"鋼筋混凝土造",NA,"四層","三層 陽台"
"19","RPRNMLMKJIOFFBA37CA","46","92.02","住家用","鋼筋混凝土造","62年12月10日","四層","三層"
"20","RPROMLMKJIOFFBA47CA","22","11.29","共有部分","鋼筋混凝土造","87年2月12日","十一層",NA
"21","RPROMLMKJIOFFBA47CA","22","8.78","共有部分","鋼筋混凝土造","87年2月12日","十一層",NA
"22","RPROMLMKJIOFFBA47CA","22","74.05","住家用","鋼筋混凝土造","87年2月12日","十一層","三層"
"23","RPQOMLPKJIOFFAA57CA","1","42.72","見其他登記事項","鋼筋混凝土造","108年1月24日","十層","五層"
"24","RPQOMLPKJIOFFAA57CA","1","16.50","見其他登記事項","鋼筋混凝土造","108年1月24日","十層",NA
"25","RPQOMLPKJIOFFAA57CA","1","4.28","見其他登記事項","鋼筋混凝土造","108年1月24日","十層",NA
"26","RPQOMLPKJIOFFAA57CA","1","16.80","見其他登記事項","鋼筋混凝土造","108年1月24日","十層",NA
"27","RPTOMLMKJIOFFBA67CA","36","106.70","商業用","鋼筋混凝土造","73年2月16日","五層","一層"
"28","RPQOMLKLJIOFFBA27CA",NA,"48.56","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層","十三層"
"29","RPQOMLKLJIOFFBA27CA",NA,"4.50","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"30","RPQOMLKLJIOFFBA27CA",NA,"21.61","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"31","RPWPMLLLJIOFFBA08CA","48","101.45","住家用","鋼筋混凝土造","61年3月25日","七層","二層"
"32","RPQOMLSKJIOFFBA97CA","21","93.15","住家用","鋼筋混凝土造","87年8月24日","十三層","六層"
"33","RPQOMLSKJIOFFBA97CA","21","19.59","共有部分","鋼筋混凝土造","87年8月24日","十六層",NA
"34","RPQOMLSKJIOFFBA97CA","21","49.49","共有部分","鋼筋混凝土造","87年8月24日","十六層",NA
"35","RPTNMLSKJIOFFBA18CA","3","144.89","住家用","鋼筋混凝土造","106年1月4日","十四層","九層"
"36","RPTNMLSKJIOFFBA18CA","3","127.16","見其他登記事項","鋼筋混凝土造","106年1月4日","十四層",NA
"37","RPSNMLMKJIOFFCA57CA","33","8.07","共有部分","鋼筋混凝土造","75年11月27日","七層",NA
"38","RPSNMLMKJIOFFCA57CA","33","6.89","共有部分","鋼筋混凝土造","75年11月27日","七層",NA
"39","RPSNMLMKJIOFFCA57CA","33","67.67","住家用","鋼筋混凝土造","75年11月27日","七層","二層"
"40","RPPOMLKLJIOFFBA17CA",NA,"36.35","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層","八層"
"41","RPPOMLKLJIOFFBA17CA",NA,"3.37","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"42","RPPOMLKLJIOFFBA17CA",NA,"16.14","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"43","RPPOMLKLJIOFFBA17CA",NA,"20.73","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"44","RPURMLLKJIOFFCA08CA","12","37.63","住家用","鋼筋混凝土造","96年7月9日","十二層","四層"
"45","RPURMLLKJIOFFCA08CA","12","7.34","共有部分","鋼筋混凝土造","96年7月9日","十二層",NA
"46","RPURMLLKJIOFFCA08CA","12",".98","共有部分","鋼筋混凝土造","96年7月9日","十二層",NA
"47","RPURMLLKJIOFFCA08CA","12","6.26","共有部分","鋼筋混凝土造","96年7月9日","十二層",NA
"48","RPOOMLKLJIOFFBA07CA",NA,"37.32","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層","七層"
"49","RPOOMLKLJIOFFBA07CA",NA,"3.46","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"50","RPOOMLKLJIOFFBA07CA",NA,"16.54","見其他登記事項","鋼筋混凝土造","108年8月7日","十三層",NA
"51","RPTNMLOKJIOFFCA87CA","19","85.72","住家用","鋼筋混凝土造","89年6月28日","十二層","六層"
"52","RPTNMLOKJIOFFCA87CA","19","15.56","共有部分","鋼筋混凝土造","89年6月28日","十二層",NA
"53","RPTNMLOKJIOFFCA87CA","19","54.18","共有部分","鋼筋混凝土造","89年6月28日","十二層",NA
"54","RPUOMLMKJIOFFCA87CA","22","107.78","住家用","鋼筋混凝土造","86年10月28日","五層","二層"
"55","RPUOMLMKJIOFFCA87CA","22","15.95","共有部分","鋼筋混凝土造","86年10月28日","五層",NA
"56","RPUOMLMKJIOFFCA87CA","22","9.79","共有部分","鋼筋混凝土造","86年10月28日","五層",NA
"57","RPUOMLMKJIOFFCA87CA","22","41.47","共有部分","鋼筋混凝土造","86年10月28日","五層",NA
"58","RPQNMLKLJIOFFCA27CA","3","75.95","見其他登記事項","鋼筋混凝土造","106年1月10日","十層","三層"
"59","RPQNMLKLJIOFFCA27CA","3","34.48","見其他登記事項","鋼筋混凝土造","106年1月10日","十層",NA
"60","RPQNMLKLJIOFFCA27CA","3","5.15","見其他登記事項","鋼筋混凝土造","106年1月10日","十層",NA
"61","RPQNMLKLJIOFFCA27CA","3","42.73","見其他登記事項","鋼筋混凝土造","106年1月10日","十層",NA
"62","RPQOMLPLJIOFFBA77CA","4","81.79","住家用","鋼筋混凝土造","104年10月1日","十五層","八層"
"63","RPQOMLPLJIOFFBA77CA","4","73.11","見其他登記事項","鋼筋混凝土造","104年10月1日","十五層",NA
"64","RPVNMLNKJIOFFCA97CA","21","57.69","住家用","鋼筋混凝土造","87年9月25日","十四層","十四層"
"65","RPVNMLNKJIOFFCA97CA","21","10.84","共有部分","鋼筋混凝土造","87年9月25日","十四層",NA
"66","RPVNMLNKJIOFFCA97CA","21","8.65","共有部分","鋼筋混凝土造","87年9月25日","十四層",NA
"67","RPVNMLNKJIOFFCA97CA","21","19.00","共有部分","鋼筋混凝土造","87年9月25日","十四層",NA
"68","RPPPMLSKJIOFFCA08CA",NA,"91.18","住家用","加強磚造",NA,"四層","三層"
"69","RPXPMLTLJIOFFCA09CA",NA,"220.50",NA,"加強磚造",NA,"三層","一層 二層 三層"
"70","RPSNMLPKJIOFFCA87CA","36","89.72","住家用","鋼筋混凝土造","73年4月2日","五層","四層"
"71","RPSOMLOKJIOFFCA87CA","11","13.89","停車空間","鋼筋混凝土造","97年11月28日","十五層","地下五層"
"72","RPSOMLOKJIOFFCA87CA","11","25.84","共有部分","鋼筋混凝土造","97年11月28日","十五層",NA
"73","RPSOMLOKJIOFFCA87CA","11",".51","共有部分","鋼筋混凝土造","97年11月28日","十五層",NA
"74","RPQOMLOKJIOFFCA67CA","11","51.69","共有部分","鋼筋混凝土造","97年11月28日","十五層",NA
"75","RPQOMLOKJIOFFCA67CA","11","27.79","停車空間","鋼筋混凝土造","97年11月28日","十五層","地下五層"
"76","RPQOMLOKJIOFFCA67CA","11","1.02","共有部分","鋼筋混凝土造","97年11月28日","十五層",NA
"77","RPROMLLMKIOFFCA77CA","39","35.47","住家用","鋼筋混凝土造","69年8月1日","十層","十層"
"78","RPROMLLMKIOFFCA77CA","39","9.57","共有部分","鋼筋混凝土造","69年8月1日","十層",NA
"79","RPPSMLNJKIOFFCA87CA","12","27.73","商業用","鋼筋混凝土造","96年11月7日","十四層","五層"
"80","RPPSMLNJKIOFFCA87CA","12","13.71","共有部分","鋼筋混凝土造","96年11月7日","十四層",NA
"81","RPPSMLNJKIOFFCA87CA","12","2.44","共有部分","鋼筋混凝土造","96年11月7日","十四層",NA
"82","RPPSMLNJKIOFFCA87CA","12","13.27","共有部分","鋼筋混凝土造","96年11月7日","十四層",NA
"83","RPVNMLPLJIOFFCA28CA","11","32.86","共有部分","鋼筋混凝土造","97年9月3日","十四層",NA
"84","RPVNMLPLJIOFFCA28CA","11","55.66","住家用","鋼筋混凝土造","97年9月3日","四層","一層"
"85","RPVNMLPLJIOFFCA28CA","11","14.93","共有部分","鋼筋混凝土造","97年9月3日","十四層",NA
"86","RPVNMLPLJIOFFCA28CA","11","6.14","共有部分","鋼筋混凝土造","97年9月3日","四層",NA
"87","RPQPMLPJKIOFFCA87CA","29","70.87","商業用","鋼筋混凝土造","79年11月27日","九層","一層"
"88","RPQPMLPJKIOFFCA87CA","29","13.58","共有部分","鋼筋混凝土造","79年11月27日","九層",NA
"89","RPPOMLMLJIOFFCA47CA","34","92.51","住家用","鋼筋混凝土造","75年2月3日","五層","一層"
"90","RPPOMLMLJIOFFCA47CA","34","10.55","共有部分","鋼筋混凝土造","75年2月3日","五層",NA
"91","RPTNMLMKJIOFFDA77CA","17","83.45","見其他登記事項","鋼筋混凝土造","91年5月14日","十八層","三層"
"92","RPTNMLMKJIOFFDA77CA","17","48.58","共有部分","鋼筋混凝土造","91年5月14日","十八層",NA
"93","RPTNMLMKJIOFFDA77CA","18",".17","共有部分","鋼筋混凝土造","91年2月8日","十八層",NA
"94","RPTNMLMKJIOFFDA77CA","18","5.85","停車空間","鋼筋混凝土造","91年2月8日","十八層","地下二層"
"95","RPSPMLMLJIOFFCA87CA","45","25.19","住家用","鋼筋混凝土造","63年10月26日","四層","四層"
"96","RPSPMLMLJIOFFCA87CA","45","2.11","見其他登記事項","鋼筋混凝土造","63年10月26日","四層",NA
"97","RPSPMLMLJIOFFCA87CA","45","4.69","住家用","鋼筋混凝土造","63年10月26日","四層","四層"
"98","RPSPMLMLJIOFFCA87CA","45",".05","見其他登記事項","鋼筋混凝土造","63年10月26日","四層",NA
"99","RPSPMLMLJIOFFCA87CA","45","1.67","商業用","鋼筋混凝土造","63年10月26日","四層","一層 騎樓"
"100","RPSPMLMLJIOFFCA87CA","45",".00","見其他登記事項","鋼筋混凝土造","63年10月26日","四層",NA
"101","SPQPMLPJKIOFFCA97CA","29","75.34","商業用","鋼筋混凝土造","79年11月27日","九層","一層 騎樓"
"102","SPQPMLPJKIOFFCA97CA","29","16.76","共有部分","鋼筋混凝土造","79年11月27日","九層",NA
"103","RPQNMLMKJIOFFDA47CA","43","61.92","住家用","鋼筋混凝土造","65年6月9日","六層","五層"
"104","RPPNMLMKJIOFFDA37CA","10","32.84","住家用","鋼筋混凝土造","98年8月10日","七層","三層"
"105","RPPNMLMKJIOFFDA37CA","10","17.69","共有部分","鋼筋混凝土造","98年8月10日","七層",NA
"106","RPOPMLLKJIOFFEA47CA","45","105.97","住家用","鋼筋混凝土造","63年11月28日","四層","一層"
"107","RPPOMLMKJIOFFDA47CA","27","85.23","見其他登記事項","鋼筋混凝土造","81年4月13日","七層","二層"
"108","RPPOMLMKJIOFFDA47CA","27","33.01","共有部分","鋼筋混凝土造","81年4月13日","七層",NA
"109","RPPQMLLKJIOFFEA67CA","42","5.80","住家用","鋼筋混凝土造","67年1月4日","十二層",NA
"110","RPPQMLLKJIOFFEA67CA","42","51.10","住家用","鋼筋混凝土造","67年1月4日","十二層","十一層"
"111","RPPOMLNJKIOFFDA57CA","1","62.14","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層","十五層"
"112","RPPOMLNJKIOFFDA57CA","1","8.46","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"113","RPPOMLNJKIOFFDA57CA","1","13.49","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"114","RPPOMLNJKIOFFDA57CA","1","37.72","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"115","RPPOMLNJKIOFFDA57CA","1","16.43","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"116","RPQPMLNKJIOFFDA77CA","26","31.52","停車空間","鋼筋混凝土造","82年12月1日","十五層","地下二層"
"117","RPXNMLMKJIOFFEA28CA","10","48.92","住家用","鋼筋混凝土造","98年7月17日","十一層","二層"
"118","RPXNMLMKJIOFFEA28CA","10","28.02","共有部分","鋼筋混凝土造","98年7月17日","十一層",NA
"119","RPXNMLMKJIOFFEA28CA","10","47.42","共有部分","鋼筋混凝土造","98年7月17日","十一層",NA
"120","RPSNMLMKJIOFFDA67CA","12",".50","見其他登記事項","見其他登記事項","96年12月25日","十九層","一層"
"121","RPSNMLMKJIOFFDA67CA","12",".00","共有部分","見其他登記事項","96年12月25日","十九層",NA
"122","RPSNMLMKJIOFFDA67CA","12",".02","見其他登記事項","見其他登記事項","96年12月25日","十九層","一層"
"123","RPSNMLMKJIOFFDA67CA","12",".00","共有部分","見其他登記事項","96年12月25日","十九層",NA
"124","RPSNMLMKJIOFFDA67CA","12","17.45","共有部分","見其他登記事項","96年12月25日","十九層",NA
"125","RPSNMLMKJIOFFDA67CA","12","34.25","住家用","見其他登記事項","96年12月25日","十九層","五層"
"126","RPSNMLMKJIOFFDA67CA","12","13.13","共有部分","見其他登記事項","96年12月25日","十九層",NA
"127","RPSNMLMKJIOFFDA67CA","12","4.05","共有部分","見其他登記事項","96年12月25日","十九層",NA
"128","RPPOMLMKJIOFFEA57CA","44","102.92","住家用","鋼筋混凝土造","65年1月3日","四層","四層"
"129","RPXNMLNKJIOFFEA38CA","37","114.10","住家用","鋼筋混凝土造","71年7月7日","五層","四層"
"130","RPWOMLNKJIOFFEA38CA",NA,"83.48","住家用","加強磚造",NA,"四層","一層"
"131","RPTOMLMLJIOFFEA08CA","33","107.66","住商用","磚造","75年11月11日","一層","一層 騎樓 見其他登記事項"
"132","RPSOMLNKJIOFFDA87CA","1","60.86","見其他登記事項","鋼筋混凝土造","107年8月24日","十六層",NA
"133","RPSOMLNKJIOFFDA87CA","1","50.51","見其他登記事項","鋼筋混凝土造","107年8月24日","十六層","十六層"
"134","RPOOMLMKJIOFFEA47CA","23","45.74","住家用","鋼筋混凝土造","86年1月22日","十三層","八層"
"135","RPOOMLMKJIOFFEA47CA","23","6.29","共有部分","鋼筋混凝土造","86年1月22日","十三層",NA
"136","RPOOMLMKJIOFFEA47CA","23","5.33","共有部分","鋼筋混凝土造","86年1月22日","十三層",NA
"137","RPOOMLMKJIOFFEA47CA","23","1.11","共有部分","鋼筋混凝土造","86年1月22日","十三層",NA
"138","RPOOMLMKJIOFFEA47CA","23","11.70","共有部分","鋼筋混凝土造","86年1月22日","十三層",NA
"139","RPPNMLNKJIOFFDA47CA",NA,"63.09","住家用","鋼筋混凝土造",NA,"四層","二層"
"140","RPQOMLLKJIOFFFA67CA","28","84.06","住家用","鋼筋混凝土造","80年10月24日","五層","五層"
"141","RPQOMLLKJIOFFFA67CA","28","31.31","共有部分","鋼筋混凝土造","80年10月24日","五層",NA
"142","RPQNMLMKJIOFFFA67CA","37","126.57","商業用","鋼筋混凝土造","71年2月27日","十四層","一層"
"143","RPQNMLMKJIOFFFA67CA","37","19.95",NA,"鋼筋混凝土造","71年2月27日","十四層",NA
"144","RPPNMLNKJIOFFEA57CA","11","30.81","住家用","鋼筋混凝土造","98年2月5日","十三層","四層"
"145","RPPNMLNKJIOFFEA57CA","11","4.77","共有部分","鋼筋混凝土造","98年2月5日","十三層",NA
"146","RPPNMLNKJIOFFEA57CA","11","13.22","共有部分","鋼筋混凝土造","98年2月5日","十三層",NA
"147","RPPNMLNLJIOFFDA57CA","1","98.88","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層","十二層"
"148","RPPNMLNLJIOFFDA57CA","1","14.46","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"149","RPPNMLNLJIOFFDA57CA","1","23.02","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"150","RPPNMLNLJIOFFDA57CA","1","18.73","見其他登記事項","鋼骨鋼筋混凝土造","107年10月3日","十八層",NA
"151","RPTOMLTKJIOFFFA78CA",NA,"61.88","住家用","鋼筋混凝土造",NA,"十四層","十三層"
"152","RPTOMLTKJIOFFFA78CA","35","29.21","共有部分","鋼筋混凝土造","73年10月29日","十四層",NA
"153","RPSPMLKKKIOFFEA87CA","43","91.42","住家用","鋼筋混凝土造","65年11月13日","五層","三層 陽台"
"154","RPVNMLTJKIOFFEA78CA","42","22.38","住家用","鋼筋混凝土造","67年4月4日","八層","一層"
"155","RPVNMLTJKIOFFEA78CA","42","3.12","共有部分","鋼筋混凝土造","67年4月4日","八層",NA
"156","RPUNMLMKJIOFFFA08CA",NA,"138.81",NA,"加強磚造",NA,"四層","四層"
"157","RPTNMLOKJIOFFAA77DA","30","102.43","住家用","鋼筋混凝土造","78年11月14日","五層","二層"
"158","RPTNMLOKJIOFFAA77DA","30","6.57","共有部分","鋼筋混凝土造","78年11月14日","五層",NA
"159","RPPOMLRLJIOFFFA28CA","48","80.57","住家用","鋼筋混凝土造","60年12月8日","四層","三層"
"160","RPQNMLRLJIOFFFA28CA","21","6.75","共有部分","鋼筋混凝土造","87年10月1日","三層",NA
"161","RPQNMLRLJIOFFFA28CA","21","55.03","住家用","鋼筋混凝土造","87年10月1日","三層","一層"
"162","RPPNMLMKJIOFFCA37DA","19","85.53","住家用","鋼筋混凝土造","89年6月28日","十二層","七層"
"163","RPPNMLMKJIOFFCA37DA","19","15.56","共有部分","鋼筋混凝土造","89年6月28日","十二層",NA
"164","RPPNMLMKJIOFFCA37DA","19","54.18","共有部分","鋼筋混凝土造","89年6月28日","十二層",NA
"165","RPWQMLPKJIOFFCA68DA","4","1.46","見其他登記事項","鋼筋混凝土造","104年7月24日","十四層","一層"
"166","RPWQMLPKJIOFFCA68DA","4",".39","見其他登記事項","鋼筋混凝土造","104年7月24日","十四層",NA
"167","RPWQMLPKJIOFFCA68DA","4",".36","見其他登記事項","鋼筋混凝土造","104年7月24日","十四層",NA
"168","RPWQMLPKJIOFFCA68DA","4","131.07","住家用","鋼筋混凝土造","104年7月24日","十四層","六層"
"169","RPWQMLPKJIOFFCA68DA","4","63.41","見其他登記事項","鋼筋混凝土造","104年7月24日","十四層",NA
"170","RPWQMLPKJIOFFCA68DA","4","27.42","見其他登記事項","鋼筋混凝土造","104年7月24日","十四層",NA
"171","RPPOMLOKJIOFFFA87CA","13","14.67","共有部分","鋼筋混凝土造","96年3月22日","十四層",NA
"172","RPPOMLOKJIOFFFA87CA","13","24.27","住家用","鋼筋混凝土造","96年3月22日","十四層","十二層"
"173","RPWPMLTKJIOFFDA09DA",NA,"130.53","住家用","鋼筋混凝土造",NA,"九層","三層"
"174","RPVNMLNKJIOFFFA28CA","2","14.81","停車空間","鋼筋混凝土造","106年12月28日","十二層","地下二層"
"175","RPVNMLNKJIOFFFA28CA","2","17.28","見其他登記事項","鋼筋混凝土造","106年12月28日","十二層",NA
"176","RPOQMLMLJIOFFDA77DA","2","68.70","見其他登記事項","鋼筋混凝土造","106年11月24日","十三層","八層"
"177","RPOQMLMLJIOFFDA77DA","2","64.23","見其他登記事項","鋼筋混凝土造","106年11月24日","十三層",NA
"178","RPUOMLRLJIOFFDA68DA","32","117.27","住家用","鋼筋混凝土造","76年8月25日","七層","四層"
"179","RPUOMLRLJIOFFDA68DA","32","6.81","共有部分","鋼筋混凝土造","76年8月25日","七層",NA
"180","RPUOMLRLJIOFFDA68DA","32","7.68","見使用執照","鋼筋混凝土造","76年8月25日","五層",NA
"181","RPVOMLSKJIOFFFA88CA","14","38.13","住家用","鋼筋混凝土造","94年5月6日","十二層","五層"
"182","RPVOMLSKJIOFFFA88CA","14","16.25","共有部分","鋼筋混凝土造","94年5月6日","十二層",NA
"183","RPXNMLSLJIOFFBA78DA","1","128.05","住家用","鋼筋混凝土造","102年7月2日","十四層","八層"
"184","RPXNMLSLJIOFFBA78DA","1","78.64","見其他登記事項","鋼筋混凝土造","102年7月2日","十四層",NA
"185","RPSPMLPKJIOFFEA38DA","46","87.30","住家用","鋼筋混凝土造","62年11月14日","四層","一層"
"186","RPQNMLPJKIOFFDA87DA",NA,"77.00","住家用","加強磚造",NA,"四層","三層"
"187","RPRSMLPKJIOFFEA58DA","42","14.22","共有部分","鋼筋混凝土造","67年1月25日","十一層",NA
"188","RPRSMLPKJIOFFEA58DA","42","92.43","商業用","鋼筋混凝土造","67年1月25日","十一層","七層"
"189","RPOPMLKLJIOFFFA67DA",NA,"165.30","住家用","鋼筋混凝土造",NA,"十四層","四層"
"190","RPOPMLKLJIOFFFA67DA",NA,"20.47","共有部分","鋼筋混凝土造",NA,"十四層",NA
"191","RPPOMLLLJIOFFFA77DA","36","101.99","商業用","鋼筋混凝土造","72年11月8日","十二層","四層"
"192","RPPOMLLLJIOFFFA77DA","36","18.56","共有部分","鋼筋混凝土造","72年11月8日","十二層",NA
"193","RPSQMLNKJIOFFCA08DA","15",".10","商業用","鋼筋混凝土造","93年8月29日","八層","地下一層"
"194","RPSQMLNKJIOFFCA08DA","15",".05","共有部分","鋼筋混凝土造","93年8月29日","八層",NA
"195","RPSQMLNKJIOFFCA08DA","15","15.38","共有部分","鋼筋混凝土造","93年8月29日","八層",NA
"196","SPPOMLLLJIOFFFA87DA","36","116.75","商業用","鋼筋混凝土造","72年11月8日","十二層","四層"
"197","SPPOMLLLJIOFFFA87DA","36","22.29","共有部分","鋼筋混凝土造","72年11月8日","十二層",NA
"198","RPVTMLMKJIOFFCA58DA","34","95.53","住家用","鋼筋混凝土造","74年12月18日","五層","五層"
"199","RPVTMLMKJIOFFCA58DA","34","8.09","共有部分","鋼筋混凝土造","74年12月18日","五層",NA
"200","RPVTMLMKJIOFFCA58DA","34","4.22","共有部分","鋼筋混凝土造","74年12月18日","五層",NA
"201","RPVTMLMKJIOFFCA58DA","34","5.69","見使用執照","鋼筋混凝土造","74年12月18日","五層","地下層"
"202","RPRQMLNKJIOFFCA97DA","33","74.36","商業用","鋼筋混凝土造","75年11月6日","十二層","一層"
"203","RPRQMLNKJIOFFCA97DA","33","8.07","共有部分","鋼筋混凝土造","75年11月6日","十二層",NA
"204","RPRQMLNKJIOFFCA97DA","33","20.10","共有部分","鋼筋混凝土造","75年11月6日","十二層",NA
"205","RPOOMLPKJIOFFFA97DA","23","24.85","商業用","鋼筋混凝土造","85年12月27日","九層","六層"
"206","RPOOMLPKJIOFFFA97DA","23","7.34","共有部分","鋼筋混凝土造","85年12月27日","九層",NA
"207","RPOOMLPKJIOFFFA97DA","23","6.43","共有部分","鋼筋混凝土造","85年12月27日","九層",NA
"208","RPVQMLKLJIOFFCA18DA","11","63.62","住家用","鋼筋混凝土造","97年11月27日","十四層","二層"
"209","RPVQMLKLJIOFFCA18DA","11","31.17","共有部分","鋼筋混凝土造","97年11月27日","十四層",NA
"210","RPVQMLKLJIOFFCA18DA","11",".09","見其他登記事項","鋼筋混凝土造","97年11月27日","十四層","一層"
"211","RPVQMLKLJIOFFCA18DA","11",".04","共有部分","鋼筋混凝土造","97年11月27日","十四層",NA
"212","RPVQMLKLJIOFFCA18DA","11","23.96","共有部分","鋼筋混凝土造","97年11月27日","十四層",NA
"213","RPUNMLOKJIOFFBA97DA","46","79.59","住家用","鋼筋混凝土造","62年6月8日","四層","四層 陽台"
"214","RPPOMLOKJIOFFEA87DA","12","27.30","見其他登記事項","鋼筋混凝土造","96年12月5日","十四層","九層"
"215","RPPOMLOKJIOFFEA87DA","12","4.82","共有部分","鋼筋混凝土造","96年12月5日","十四層",NA
"216","RPPOMLOKJIOFFEA87DA","12",".52","共有部分","鋼筋混凝土造","96年12月5日","十四層",NA
"217","RPPOMLOKJIOFFEA87DA","12","9.05","共有部分","鋼筋混凝土造","96年12月5日","十四層",NA
"218","RPVNMLNKJIOFFEA28DA","42","85.80","住家用","鋼筋混凝土造","66年12月29日","五層","二層"
"219","RPPNMLPLJIOFFAA57DA","10","143.50","住家用","鋼筋混凝土造","98年7月9日","五層","五層"
"220","RPPNMLPLJIOFFAA57DA","10","18.33","共有部分","鋼筋混凝土造","98年7月9日","五層",NA
"221","RPPNMLPLJIOFFAA57DA","10","38.57","共有部分","鋼筋混凝土造","98年7月9日","五層",NA
"222","RPPNMLPLJIOFFAA57DA","10","35.87","共有部分","鋼筋混凝土造","98年7月9日","五層",NA
"223","RPOQMLOKJIOFFCA77DA","19","47.73","商業用","鋼筋混凝土造","90年3月26日","十四層","二層"
"224","RPOQMLOKJIOFFCA77DA","19","11.76","共有部分","鋼筋混凝土造","90年3月26日","十四層",NA
"225","RPUOMLQLJIOFFAA28DA","30","34.31","見使用執照","鋼筋混凝土造","79年2月13日","九層","地下層"
"226","RPOQMLOKJIOFFCA77DA","19","12.50","共有部分","鋼筋混凝土造","90年3月26日","十四層",NA
"227","RPOQMLOKJIOFFCA77DA","19","9.86","共有部分","鋼筋混凝土造","90年3月26日","十四層",NA
"228","RPUOMLQLJIOFFAA28DA","30","134.26","住家用","鋼筋混凝土造","79年2月13日","九層","三層"
"229","RPUOMLQLJIOFFAA28DA","30","10.50","共有部分","鋼筋混凝土造","79年2月13日","九層",NA
"230","RPPPMLQLJIOFFBA97DA","43","78.65","住家用","鋼筋混凝土造","66年1月18日","四層","二層"
"231","RPXOMLTKJIOFFFA56CA","38","106.41","住家用","鋼筋混凝土造","70年4月17日","五層","三層"
"232","RPXOMLTKJIOFFFA56CA",NA,"10.15","共有部分","鋼筋混凝土造",NA,"五層",NA
"233","RPROMLTKJIOFFFA58CA","32","83.52","住家用","鋼筋混凝土造","76年11月4日","五層","二層"
"234","RPROMLTKJIOFFFA58CA","32","11.42","共有部分","鋼筋混凝土造","76年11月4日","五層",NA
"235","RPOPMLLLJIOFFFA67CA","7","40.26","住家用","鋼筋混凝土造","101年10月25日","五層","二層"
"236","RPOPMLLLJIOFFFA67CA","7","38.05","見其他登記事項","鋼筋混凝土造","101年10月25日","五層",NA
"237","RPOOMLQLJIOFFAA67DA","12","62.83","住家用","鋼筋混凝土造","96年9月13日","七層","六層"
"238","RPOOMLQLJIOFFAA67DA","12","7.66","共有部分","鋼筋混凝土造","96年9月13日","七層",NA
