"","編號","屋齡","建物移轉面積平方公尺","主要用途","主要建材","建築完成日期","總層數","建物分層"
"1","The serial number","room age","building shifting area square meter","the main use","main building materials","construction completes the date","total layer","building lamination"
"1271","RPRNMLTKJIOFFCA18CA","23","10.59","共有部分","鋼筋混凝土造","85年7月15日","七層",NA
"1272","RPRNMLTKJIOFFCA18CA","23","24.68","共有部分","鋼筋混凝土造","85年7月15日","七層",NA
"1273","RPXOMLTKJIOFFBA78CA","33","10.02","共有部分","鋼筋混凝土造","75年10月2日","十二層",NA
"1274","RPXOMLTKJIOFFBA78CA","33","64.89","見其他登記事項","鋼筋混凝土造","75年10月2日","十二層","五層"
"1275","RPTOMLKLJIOFFBA57CA","7",".36","見其他登記事項","鋼筋混凝土造","102年1月25日","九層","一層"
"1276","RPTOMLKLJIOFFBA57CA","7",".29","見其他登記事項","鋼筋混凝土造","102年1月25日","九層",NA
"1277","RPTOMLKLJIOFFBA57CA","7","20.08","見其他登記事項","鋼筋混凝土造","102年1月25日","九層",NA
"1278","RPTOMLKLJIOFFBA57CA","7","63.82","住家用","鋼筋混凝土造","102年1月25日","九層","三層"
"1279","RPTOMLKLJIOFFBA57CA","7","39.74","見其他登記事項","鋼筋混凝土造","102年1月25日","九層",NA
"1280","RPSPMLKLJIOFFBA57CA",NA,"288.68","住商用","加強磚造",NA,"四層","四層 騎樓 一層 二層 三層"
"1281","RPRPMLTKJIOFFBA28CA","47","100.20","住家用","鋼筋混凝土造","61年7月17日","四層","三層"
"1282","RPOPMLLLJIOFFBA27CA",NA,"36.30",NA,"磚造",NA,"二層","一層 二層"
"1283","RPOPMLTKJIOFFBA97CA","32","39.35","住家用","鋼筋混凝土造","76年12月21日","八層","六層"
"1284","RPOPMLTKJIOFFBA97CA","32","13.23","共有部分","鋼筋混凝土造","76年12月21日","八層",NA
"1285","RPSPMLTKJIOFFBA38CA","45","15.09","見使用執照","鋼筋混凝土造","63年7月26日","七層","地下一層"
"1286","RPSPMLTKJIOFFBA38CA","45","12.84","見使用執照","鋼筋混凝土造","63年7月26日","七層","地下二層"
"1287","RPQNMLTKJIOFFBA97CA","14","33.18","見其他登記事項","鋼筋混凝土造","95年1月26日","十一層","四層"
"1288","RPQNMLTKJIOFFBA97CA","14","5.74","共有部分","鋼筋混凝土造","95年1月26日","十一層",NA
"1289","RPQNMLTKJIOFFBA97CA","14","11.59","共有部分","鋼筋混凝土造","95年1月26日","十一層",NA
"1290","RPQNMLTKJIOFFBA97CA","14","1.98","共有部分","鋼筋混凝土造","95年1月26日","十一層",NA
"1291","RPSNMLKLJIOFFBA37CA","43","22.82","住家用","鋼筋混凝土造","65年5月20日","五層","四層"
"1292","RPSNMLKLJIOFFBA37CA","43","2.52","共有部分","鋼筋混凝土造","65年8月20日","五層",NA
"1293","RPTOMLLKKIOFFAA57CA","16","28.22","住家用","鋼筋混凝土造","92年5月21日","十層","七層"
"1294","RPTOMLLKKIOFFAA57CA","16","3.93","共有部分","鋼筋混凝土造","92年5月21日","十層",NA
"1295","RPTOMLLKKIOFFAA57CA","16","5.58","共有部分","鋼筋混凝土造","92年5月21日","十層",NA
"1296","RPTOMLLKKIOFFAA57CA","16","8.54","共有部分","鋼筋混凝土造","92年5月21日","十層",NA
"1297","RPPPMLSKJIOFFBA97CA","47","68.53",NA,"鋼筋混凝土造","62年3月21日","四層","三層 陽台"
"1298","RPVNMLSKJIOFFAA28CA",NA,"46.50","住家用","加強磚造",NA,"四層","四層"
"1299","RPXNMLTKJIOFFAA58CA",NA,"78.35",NA,"鋼筋混凝土造",NA,"四層","四層 陽台"
"1300","RPVNMLLLJIOFFAA67CA","22","50.34","住家用","鋼筋混凝土造","86年7月4日","九層","八層"
"1301","RPVNMLLLJIOFFAA67CA","22","11.53","共有部分","鋼筋混凝土造","86年7月4日","九層",NA
"1302","RPVNMLLLJIOFFAA67CA","22","42.12","共有部分","鋼筋混凝土造","86年7月4日","九層",NA
"1303","RPTNMLMLJIOFFAA57CA","32","5.12","商業用","鋼筋混凝土造","77年2月12日","七層","一層"
"1304","RPTNMLMLJIOFFAA57CA","32",".30","共有部分","鋼筋混凝土造","77年2月12日","七層",NA
"1305","RPTNMLMLJIOFFAA57CA",NA,".90","共有部分","鋼筋混凝土造",NA,"七層",NA
"1306","RPTNMLMLJIOFFAA57CA","32","3.19",NA,"鋼筋混凝土造","77年2月12日","七層",NA
"1307","RPPNMLKLJIOFFAA96CA",NA,"70.48","住家用","鋼筋混凝土造",NA,"四層","一層"
"1308","RPRNMLRLJIOFFAA87CA","38","147.49","住家用","鋼筋混凝土造","70年12月18日","十二層","二層"
"1309","RPRNMLRLJIOFFAA87CA","38","19.97","共有部分","鋼筋混凝土造","70年12月18日","十二層",NA
"1310","RPQNMLOLJIOFFAA47CA","11",".13","住家用","鋼筋混凝土造","97年6月23日","十五層","一層"
"1311","RPQNMLOLJIOFFAA47CA","11",".00","共有部分","鋼筋混凝土造","97年6月23日","十五層",NA
"1312","RPQNMLOLJIOFFAA47CA","11","40.27","共有部分","鋼筋混凝土造","97年6月23日","十五層",NA
"1313","RPQNMLOLJIOFFAA47CA","11","63.63","住家用","鋼筋混凝土造","97年6月23日","十五層","三層"
"1314","RPQNMLOLJIOFFAA47CA","11","17.58","共有部分","鋼筋混凝土造","97年6月23日","十五層",NA
"1315","RPQNMLOLJIOFFAA47CA","11","9.80","共有部分","鋼筋混凝土造","97年6月23日","十五層",NA
"1316","RPOOMLKLJIOFFAA96CA","32","213.29","住家用","鋼筋混凝土造","76年9月24日","三層","一層 二層 三層 防空避難室 屋頂突出物"
"1317","RPOOMLKLJIOFFAA96CA","32","10.95","共有部分","鋼筋混凝土造","76年9月24日","三層",NA
"1318","RPTNMLLLJIOFFAA47CA","12","99.59","住家用","鋼筋混凝土造","96年10月1日","十層","五層"
"1319","RPTNMLLLJIOFFAA47CA","12","106.28","共有部分","鋼筋混凝土造","96年10月1日","十層",NA
"1320","RPTNMLLLJIOFFAA47CA","12","23.16","共有部分","鋼筋混凝土造","96年10月1日","十層",NA
"1321","RPVNMLRKKIOFFAA28CA","7","129.91","住家用","鋼筋混凝土造","102年3月15日","十三層","三層"
"1322","RPVNMLRKKIOFFAA28CA","7","82.64","見其他登記事項","鋼筋混凝土造","102年3月15日","十三層",NA
"1323","RPVNMLRKKIOFFAA28CA","7","12.22","見其他登記事項","鋼筋混凝土造","102年3月15日","十三層",NA
"1324","RPWNMLMLJIOFFAA87CA",NA,"84.62","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層","九層"
"1325","RPWNMLMLJIOFFAA87CA",NA,"8.81","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1326","RPWNMLMLJIOFFAA87CA",NA,"9.71","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1327","RPWNMLMLJIOFFAA87CA",NA,"17.75","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1328","RPWNMLMLJIOFFAA87CA",NA,"46.70","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1329","RPOOMLMLJIOFFAA17CA",NA,"155.59","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層","十層"
"1330","RPOOMLMLJIOFFAA17CA",NA,"16.19","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1331","RPOOMLMLJIOFFAA17CA",NA,"93.40","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1332","RPOOMLMLJIOFFAA17CA",NA,"23.46","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1333","RPOOMLMLJIOFFAA17CA",NA,"34.44","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1334","RPPOMLMLJIOFFAA27CA",NA,"155.59","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層","五層"
"1335","RPPOMLMLJIOFFAA27CA",NA,"16.19","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1336","RPPOMLMLJIOFFAA27CA",NA,"93.40","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1337","RPPOMLMLJIOFFAA27CA",NA,"23.46","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1338","RPPOMLMLJIOFFAA27CA",NA,"34.44","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"1339","RPTOMLTKJIOFFAA28CA","36","116.97","見使用執照","鋼筋混凝土造","72年7月16日","十二層","四層"
"1340","RPTOMLTKJIOFFAA28CA","36","4.27","共有部分","鋼筋混凝土造","72年7月16日","十二層",NA
"1341","RPTNMLTKJIOFFAA18CA","36","64.33","見其他登記事項","鋼筋混凝土造","72年7月28日","七層","六層"
"1342","RPTNMLTKJIOFFAA18CA","36","18.02","共有部分","鋼筋混凝土造","72年7月28日","十二層",NA
"1343","RPVOMLNJKIOFFAA87CA","38","50.38","見使用執照","鋼筋混凝土造","71年2月27日","十二層","五層"
"1344","RPVOMLNJKIOFFAA87CA","38","12.13","共有部分","鋼筋混凝土造","71年2月27日","十二層",NA
"1345","RPUPMLKLJIOFFAA67CA",NA,"38.76","見其他登記事項","見其他登記事項","108年4月25日","十四層","五層"
"1346","RPUPMLKLJIOFFAA67CA",NA,"21.89","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1347","RPSOMLNJKIOFFAA57CA",NA,"117.47","住家用","鋼筋混凝土造",NA,"五層","五層"
"1348","RPTPMLKLJIOFFAA57CA",NA,"38.76","見其他登記事項","見其他登記事項","108年4月25日","十四層","四層"
"1349","RPTPMLKLJIOFFAA57CA",NA,"21.89","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1350","RPRPMLKLJIOFFAA37CA","38","13.59","共有部分","鋼筋混凝土造","71年1月22日","十二層",NA
"1351","RPRPMLKLJIOFFAA37CA","38","71.42","住家用","鋼筋混凝土造","71年1月22日","十二層","九層"
"1352","RPSPMLKLJIOFFAA47CA",NA,"44.52","見其他登記事項","見其他登記事項","108年4月25日","十四層","四層"
"1353","RPSPMLKLJIOFFAA47CA",NA,"25.38","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1354","RPUNMLTKJIOFFAA28CA","40","88.69","住家用","鋼筋混凝土造","69年4月19日","四層","二層"
"1355","RPSOMLNKKIOFFAA67CA",NA,"36.71","見其他登記事項","見其他登記事項","108年4月25日","十四層","六層"
"1356","RPSOMLNKKIOFFAA67CA",NA,"21.15","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1357","RPRNMLMLJIOFFBA47CA",NA,"23.30","見使用執照","鋼筋混凝土造",NA,"十一層","七層"
"1358","RPRNMLMLJIOFFBA47CA",NA,"7.10","共有部分","鋼筋混凝土造",NA,"十一層",NA
"1359","RPWOMLKLJIOFFBA87CA","10",".28","見其他登記事項","鋼筋混凝土造","99年4月1日","十三層","二層"
"1360","RPWOMLKLJIOFFBA87CA","10",".10","見其他登記事項","鋼筋混凝土造","99年4月1日","十三層",NA
"1361","RPWOMLKLJIOFFBA87CA","10",".07","見其他登記事項","鋼筋混凝土造","99年4月1日","十三層",NA
"1362","RPWOMLKLJIOFFBA87CA","10","12.61","見其他登記事項","鋼筋混凝土造","99年4月1日","十三層",NA
"1363","RPWOMLKLJIOFFBA87CA","10","35.87","住家用","鋼筋混凝土造","99年4月1日","十三層","四層"
"1364","RPWOMLKLJIOFFBA87CA","10","12.37","見其他登記事項","鋼筋混凝土造","99年4月1日","十三層",NA
"1365","RPWOMLKLJIOFFBA87CA","10","10.08","見其他登記事項","鋼筋混凝土造","99年4月1日","十三層",NA
"1366","RPVPMLMKKIOFFAA97CA","1","44.52","見其他登記事項","見其他登記事項","108年4月25日","十四層","十四層"
"1367","RPVPMLMKKIOFFAA97CA","1","39.31","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1368","RPRPMLLLJIOFFBA57CA",NA,"46.08","住家用","鋼筋混凝土造",NA,"十二層","十二層"
"1369","RPSPMLMKKIOFFAA67CA","1","38.76","見其他登記事項","見其他登記事項","108年4月25日","十四層","二層"
"1370","RPSPMLMKKIOFFAA67CA","1","21.89","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1371","RPXOMLMKKIOFFAA08CA",NA,"52.23","見其他登記事項","見其他登記事項","108年4月25日","十四層","六層"
"1372","RPXOMLMKKIOFFAA08CA",NA,"29.61","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1373","RPWNMLOKKHPFFAA08CA","20","123.57","住家用","鋼筋混凝土造","88年8月9日","二十二層","十層"
"1374","RPWNMLOKKHPFFAA08CA","20","23.93","共有部分","鋼筋混凝土造","88年8月9日","二十二層",NA
"1375","RPWNMLOKKHPFFAA08CA","20","28.21","共有部分","鋼筋混凝土造","88年8月9日","二十二層",NA
"1376","RPWNMLOKKHPFFAA08CA","20","6.66","共有部分","鋼筋混凝土造","88年8月9日","二十二層",NA
"1377","RPWNMLOKKHPFFAA08CA","20","35.09","共有部分","鋼筋混凝土造","88年8月9日","二十二層",NA
"1378","RPOPMLPJKIOFFBA57CA","46","191.32","商業用","鋼筋混凝土造","63年2月10日","十層","七層"
"1379","RPRPMLMKKIOFFAA57CA",NA,"48.85","見其他登記事項","見其他登記事項","108年4月25日","十四層","十一層"
"1380","RPRPMLMKKIOFFAA57CA",NA,"28.11","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1381","RPXNMLKKKIOFFBA87CA",NA,"65.96","住家用","加強磚造",NA,"四層","一層"
"1382","RPWNMLRLJIOFFBA48CA","39","2.30","商業用","鋼筋混凝土造","70年2月25日","十五層","二層"
"1383","RPWNMLRLJIOFFBA48CA","39","7.55","共有部分","鋼筋混凝土造","70年2月25日","十五層",NA
"1384","RPWNMLRLJIOFFBA48CA","39",".53","共有部分","鋼筋混凝土造","70年2月25日","十五層",NA
"1385","RPUNMLQLJIOFFBA18CA","30","387.32","商業用","鋼筋混凝土造","78年12月27日","十二層","五層"
"1386","RPUNMLQLJIOFFBA18CA","30","29.54","見使用執照","鋼筋混凝土造","78年12月27日","十二層","地下層"
"1387","RPUNMLQLJIOFFBA18CA","30",".06","共有部分","鋼筋混凝土造","78年12月27日","十二層",NA
"1388","RPUNMLQLJIOFFBA18CA","30","88.57","共有部分","鋼筋混凝土造","78年12月27日","十二層",NA
"1389","RPPPMLMKKIOFFAA37CA",NA,"52.23","見其他登記事項","見其他登記事項","108年4月25日","十四層","十層"
"1390","RPPPMLMKKIOFFAA37CA",NA,"43.54","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1391","RPOOMLQKKIOFFBA67CA","37","75.63","住家用","鋼筋混凝土造","71年7月2日","十二層","十一層"
"1392","RPOOMLQKKIOFFBA67CA","37","24.26","共有部分","鋼筋混凝土造","71年7月2日","十二層",NA
"1393","RPQPMLMKKIOFFAA47CA",NA,"44.52","見其他登記事項","見其他登記事項","108年4月25日","十四層","十層"
"1394","RPQPMLMKKIOFFAA47CA",NA,"25.38","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"1395","RPPQMLPLJIOFFCA97CA","17","27.52","住家用","鋼筋混凝土造","92年1月22日","十四層","四層"
"1396","RPPQMLPLJIOFFCA97CA","17","15.27","共有部分","鋼筋混凝土造","92年1月22日","十四層",NA
"1397","RPPQMLPLJIOFFCA97CA","17","1.55","共有部分","鋼筋混凝土造","92年1月22日","十四層",NA
"1398","RPWOMLPLJIOFFCA48CA","40","27.93","商業用","鋼筋混凝土造","69年2月1日","十二層","三層"
"1399","RPWOMLPLJIOFFCA48CA","40","7.16","共有部分","鋼筋混凝土造","69年2月1日","十二層",NA
"1400","RPVPMLQLJIOFFCA58CA",NA,"44.11","住家用","鋼筋混凝土造","108年2月27日","十四層","六層"
"1401","RPVPMLQLJIOFFCA58CA",NA,"43.40","見其他登記事項","鋼筋混凝土造","108年2月27日","十四層",NA
"1402","RPQQMLNKKIOFFCA87CA","50","70.94","住家用","鋼筋混凝土造","58年9月30日","四層","四層"
"1403","RPRNMLKLJIOFFDA47CA","10","119.08","住家用","鋼筋混凝土造","98年12月17日","七層","四層"
"1404","RPRNMLKLJIOFFDA47CA","10","85.92","共有部分","鋼筋混凝土造","98年12月17日","七層",NA
"1405","RPPQMLMLJIOFFCA67CA","9","303.55","見其他登記事項","鋼筋混凝土造","100年2月23日","六層","四層"
"1406","RPPQMLMLJIOFFCA67CA","9","351.70","見其他登記事項","鋼筋混凝土造","100年2月23日","六層",NA
"1407","RPPQMLMLJIOFFCA67CA","9","70.62","見其他登記事項","鋼筋混凝土造","100年2月23日","六層",NA
"1408","RPPNMLQLJIOFFCA77CA","17","30.05","住家用","鋼筋混凝土造","92年2月13日","十四層","十三層"
"1409","RPPNMLQLJIOFFCA77CA","17","14.65","共有部分","鋼筋混凝土造","92年2月13日","十四層",NA
"1410","RPQOMLKLJIOFFCA37CA","37","103.24","住家用","鋼筋混凝土造","71年12月2日","七層","七層"
"1411","RPQOMLKLJIOFFCA37CA","37","26.80","共有部分","鋼筋混凝土造","71年12月2日","七層",NA
"1412","RPTNMLKLJIOFFCA57CA","33","101.08","住家用","鋼筋混凝土造","75年11月25日","十九層","三層"
"1413","RPTNMLKLJIOFFCA57CA","33","27.77","共有部分","鋼筋混凝土造","75年11月25日","十九層",NA
"1414","RPTNMLKLJIOFFCA57CA","33","11.70","見其他登記事項","鋼筋混凝土造","75年11月25日","十九層","地下二層"
"1415","RPSPMLKLJIOFFDA77CA",NA,"81.00",NA,"鋼筋混凝土造",NA,"四層","四層 陽台"
"1416","RPQNMLNKKIOFFCA57CA","3","190.96","見其他登記事項","鋼筋混凝土造","105年6月8日","十四層","十一層"
"1417","RPQNMLNKKIOFFCA57CA","3","232.31","見其他登記事項","鋼筋混凝土造","105年6月8日","十四層",NA
"1418","RPSNMLKLJIOFFDA57CA","33","116.78","住家用","鋼筋混凝土造","75年10月20日","五層","四層"
"1419","RPSNMLKLJIOFFDA57CA","33","8.22","共有部分","鋼筋混凝土造","75年10月20日","六層",NA
"1420","RPPPMLKLJIOFFDA47CA","28","38.84","共有部分","鋼筋混凝土造","81年3月3日","七層",NA
"1421","RPPPMLKLJIOFFDA47CA","28","89.60","見其他登記事項","鋼筋混凝土造","81年3月3日","七層","七層"
"1422","RPPOMLKMKIOFFCA47CA","14","51.32","住家用","鋼筋混凝土造","94年8月11日","十二層","九層"
"1423","RPPOMLKMKIOFFCA47CA","14","6.66","共有部分","鋼筋混凝土造","94年8月11日","十二層",NA
"1424","RPPOMLKMKIOFFCA47CA","14","2.06","共有部分","鋼筋混凝土造","94年8月11日","十二層",NA
"1425","RPPOMLKMKIOFFCA47CA","14","12.47","共有部分","鋼筋混凝土造","94年8月11日","十三層",NA
"1426","RPPOMLKMKIOFFCA47CA","14","2.77","共有部分","鋼筋混凝土造","94年8月11日","十三層",NA
"1427","RPPOMLKMKIOFFCA47CA","14","12.93","共有部分","鋼筋混凝土造","94年8月11日","十三層",NA
"1428","RPPOMLKMKIOFFCA47CA","14","6.49","共有部分","鋼筋混凝土造","94年8月11日","十三層",NA
"1429","RPQQMLLLJIOFFDA77CA","11","27.88","住家用","見其他登記事項","97年8月22日","十八層","五層"
"1430","RPQQMLLLJIOFFDA77CA","11","9.08","共有部分","見其他登記事項","97年8月22日","十八層",NA
"1431","RPQQMLLLJIOFFDA77CA","11","6.03","共有部分","見其他登記事項","97年8月22日","十八層",NA
"1432","RPVOMLLLJIOFFDA08CA",NA,"65.07","住家用","鋼筋混凝土造",NA,"四層","四層"
"1433","RPSPMLMKKIOFFDA97CA","6","21.01","見其他登記事項","鋼筋混凝土造","102年11月7日","十三層",NA
"1434","RPXPMLLLJIOFFDA38CA",NA,"91.55","住家用","鋼筋混凝土造",NA,"五層","五層"
"1435","RPPNMLSKKIOFFDA08CA",NA,"35.91","見其他登記事項","鋼筋混凝土造",NA,"十二層","二層"
